libellé métier;lien site onisep.fr;nom publication;collection;année;gencod;GFE;code ROME;libellé ROME;lien ROME;domaine/sous-domaine ONISEP
technicien / technicienne céramiste;http://www.onisep.fr/http/redirection/metier/identifiant/100456;;Fiches métiers / onisep.fr;;;J : Transformation des matériaux, procédés (biologie, chimie, physique);;;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=;matières premières, fabrication, industries/céramique, composites
technicien / technicienne paysagiste;http://www.onisep.fr/http/redirection/metier/identifiant/100494;Les métiers de l'architecture, de l'urbanisme et du paysage;Parcours;2020;9782273015196;T : Environnement, nettoyage, sécurité;A1203;Aménagement et entretien des espaces verts;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1203;environnement - énergies - propreté/aménagement paysager
agent hydrothermal / agente hydrothermale;http://www.onisep.fr/http/redirection/metier/identifiant/100502;;Fiches métiers / onisep.fr;;;R : Santé, social, soins personnels;D1203;Hydrothérapie;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1203;"santé - social - sport/esthétique ; santé - social - sport/paramédical"
élagueur / élagueuse;http://www.onisep.fr/http/redirection/metier/identifiant/100505;Les métiers de l'agriculture et de la forêt;Parcours;2017;9782273013307;A : Agriculture;A1201;Bûcheronnage et élagage;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=A1201;environnement - énergies - propreté/aménagement paysager
agenceur / agenceuse de cuisines et salles de bains;http://www.onisep.fr/http/redirection/metier/identifiant/10003;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1604;Montage d'agencements;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1604;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; construction - architecture - travaux publics/menuiserie ; matières premières, fabrication, industries/bois"
sérigraphe;http://www.onisep.fr/http/redirection/metier/identifiant/10009;;Fiches métiers / onisep.fr;;;N : Techniques graphiques, impression;E1301;Conduite de machines d'impression;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1301;"information-communication, audiovisuel/industries graphiques ; informatique, internet/informatique industrielle et technologique"
menuisier / menuisière;http://www.onisep.fr/http/redirection/metier/identifiant/10029;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;M : Travail du bois;F1607;Pose de fermetures menuisées;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1607;"construction - architecture - travaux publics/agencement ; construction - architecture - travaux publics/ameublement ; construction - architecture - travaux publics/menuiserie ; matières premières, fabrication, industries/bois"
carreleur / carreleuse-mosaïste;http://www.onisep.fr/http/redirection/metier/identifiant/10032;Les métiers du bâtiment et des travaux publics;Parcours;2019;9782273014540;C : Bâtiment;F1608;Pose de revêtements rigides;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=F1608;construction - architecture - travaux publics/finition
responsable des ressources humaines;http://www.onisep.fr/http/redirection/metier/identifiant/10047;Les métiers de la comptabilité et de la gestion;Parcours;2017;9782273013246;Q : Commerce, gestion, finances;M1503;Management des ressources humaines;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=M1503;"économie - droit - politique/droit (généralités) ; gestion des entreprises, comptabilité/administration de l'entreprise ; gestion des entreprises, comptabilité/ressources humaines"
vendeur / vendeuse en magasin;http://www.onisep.fr/http/redirection/metier/identifiant/10071;Les métiers du marketing et de la publicité;Parcours;2018;9782273013932;Q : Commerce, gestion, finances;D1212;Vente en décoration et équipement du foyer;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1212;"commerce, marketing, vente/grande distribution et petits commerces ; commerce, marketing, vente/marketing - vente"
responsable du service après-vente;http://www.onisep.fr/http/redirection/metier/identifiant/10072;Les métiers du commerce et de la vente;Parcours;2018;9782273013864;Q : Commerce, gestion, finances;I1402;Réparation de biens électrodomestiques et multimédia;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=I1402;"commerce, marketing, vente/grande distribution et petits commerces ; matières premières, fabrication, industries/maintenance - qualité"
charcutier-traiteur / charcutière-traiteuse;http://www.onisep.fr/http/redirection/metier/identifiant/10077;Les métiers du goût et des saveurs;Parcours;2018;9782273013888;K : Production alimentaire;D1103;Charcuterie - traiteur;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=D1103;"commerce, marketing, vente/grande distribution et petits commerces ; hôtellerie - restauration - tourisme/restauration ; matières premières, fabrication, industries/agroalimentaire"
gestionnaire de contrats d'assurance;http://www.onisep.fr/http/redirection/metier/identifiant/10087;Les métiers de la banque, de la finance et de l'assurance;Parcours;2016;9782273012829;Q : Commerce, gestion, finances;C1109;Rédaction et gestion en assurances;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=C1109;banque - assurances - immobilier/assurances
inspecteur / inspectrice du permis de conduire et de la sécurité routière;http://www.onisep.fr/http/redirection/metier/identifiant/10119;;Fiches métiers / onisep.fr;;;O : Transport, logistique;K2110;Formation en conduite de véhicules;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=K2110;"armée, sécurité/sécurité prévention ; logistique - transport/transport"
designer graphique;http://www.onisep.fr/http/redirection/metier/identifiant/10164;Les métiers du livre;Parcours;2017;9782273013260;N : Techniques graphiques, impression;E1205;Réalisation de contenus multimédias;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1205;"arts, culture, artisanat/arts graphiques ; information-communication, audiovisuel/industries graphiques"
attaché / attachée de presse;http://www.onisep.fr/http/redirection/metier/identifiant/10192;Les métiers du livre;Parcours;2017;9782273013260;U : Communication, médias;E1103;Communication;http://candidat.pole-emploi.fr/marche-du-travail/fichemetierrome?codeRome=E1103;information-communication, audiovisuel/communication
